val_loss,val_acc,val_MulticlassAccuracy,val_MulticlassPrecision,val_MulticlassRecall,epoch,step,train_loss,train_acc,train_MulticlassAccuracy,train_MulticlassPrecision,train_MulticlassRecall
0.553009569644928,0.8292682766914368,0.3333333432674408,0.27642276883125305,0.3333333432674408,0,10,,,,,
0.41461753845214844,0.8292682766914368,0.3333333432674408,0.27642276883125305,0.3333333432674408,1,21,,,,,
0.3483513593673706,0.8292682766914368,0.3333333432674408,0.27642276883125305,0.3333333432674408,2,32,,,,,
0.33783429861068726,0.8536585569381714,0.3983739912509918,0.543666422367096,0.3983739912509918,3,43,,,,,
,,,,,4,49,0.4211752414703369,0.75,0.4466666579246521,0.4166666567325592,0.4466666579246521
0.3324797749519348,0.8536585569381714,0.4065040946006775,0.357723593711853,0.4065040946006775,4,54,,,,,
0.37225332856178284,0.8536585569381714,0.3983739912509918,0.5439286828041077,0.3983739912509918,5,65,,,,,
0.32329893112182617,0.8780487775802612,0.49036434292793274,0.508855938911438,0.49036434292793274,6,76,,,,,
0.32720962166786194,0.8780487775802612,0.434959352016449,0.6239509582519531,0.434959352016449,7,87,,,,,
0.3977614939212799,0.8048780560493469,0.5127758383750916,0.4570668935775757,0.5127758383750916,8,98,,,,,
,,,,,9,99,0.33395320177078247,0.84375,0.7266666889190674,0.8188406229019165,0.7266666889190674
0.5521804690361023,0.6829268336296082,0.5061900615692139,0.4253387451171875,0.5061900615692139,9,109,,,,,
0.29298195242881775,0.8780487775802612,0.462253212928772,0.5001161098480225,0.462253212928772,10,120,,,,,
0.42374733090400696,0.8536585569381714,0.3983739912509918,0.543666422367096,0.3983739912509918,11,131,,,,,
0.29139259457588196,0.8780487775802612,0.500562846660614,0.5440613031387329,0.500562846660614,12,142,,,,,
,,,,,13,149,0.20223058760166168,0.90625,0.6111111044883728,0.5854700803756714,0.6111111044883728
0.3755565881729126,0.8536585569381714,0.3853658437728882,0.5434041619300842,0.3853658437728882,13,153,,,,,
0.34604087471961975,0.9024389982223511,0.5525953769683838,0.5737514495849609,0.5525953769683838,14,164,,,,,
0.2834729552268982,0.9024389982223511,0.49762874841690063,0.5657665729522705,0.49762874841690063,15,175,,,,,
0.41923797130584717,0.8536585569381714,0.6160364747047424,0.5112659931182861,0.6160364747047424,16,186,,,,,
0.2865104079246521,0.8536585569381714,0.4253237247467041,0.6306069493293762,0.4253237247467041,17,197,,,,,
,,,,,18,199,0.19155943393707275,0.90625,0.8333333730697632,0.9629629850387573,0.8333333730697632
0.4254547357559204,0.8292682766914368,0.37535959482192993,0.4275301396846771,0.37535959482192993,18,208,,,,,
0.34818151593208313,0.8048780560493469,0.43450769782066345,0.42536136507987976,0.43450769782066345,19,219,,,,,
0.3927902579307556,0.8536585569381714,0.5929152369499207,0.4895470440387726,0.5929152369499207,20,230,,,,,
0.2745995819568634,0.9268292784690857,0.5365853905677795,0.6406503915786743,0.5365853905677795,21,241,,,,,
,,,,,22,249,0.15241070091724396,0.9375,0.7777777910232544,0.9438406229019165,0.7777777910232544
0.37715864181518555,0.8292682766914368,0.4333958625793457,0.42526575922966003,0.4333958625793457,22,252,,,,,
0.29335489869117737,0.8292682766914368,0.6842275857925415,0.5544715523719788,0.6842275857925415,23,263,,,,,
0.4034057855606079,0.8292682766914368,0.37535959482192993,0.42740997672080994,0.37535959482192993,24,274,,,,,
0.6620962619781494,0.8536585569381714,0.3853658437728882,0.5434041619300842,0.3853658437728882,25,285,,,,,
0.5365468263626099,0.8536585569381714,0.420054167509079,0.5439286828041077,0.420054167509079,26,296,,,,,
,,,,,27,299,0.13205869495868683,0.9375,0.6419752836227417,0.5714285969734192,0.6419752836227417
0.33635249733924866,0.8536585569381714,0.47555556893348694,0.47555556893348694,0.47555556893348694,27,307,,,,,
0.6117388606071472,0.8536585569381714,0.5754690170288086,0.4977700412273407,0.5754690170288086,28,318,,,,,
0.5573695302009583,0.8536585569381714,0.42694541811943054,0.557261049747467,0.42694541811943054,29,329,,,,,
0.7849699854850769,0.8536585569381714,0.409647673368454,0.5486403107643127,0.409647673368454,30,340,,,,,
