0.0,1684785146658,0.8240886926651001
1.0,1684785147065,0.3085753321647644
2.0,1684785147201,1.6901378631591797
3.0,1684785148973,0.07691986113786697
4.0,1684785149133,0.11969287693500519
5.0,1684785150450,0.07792523503303528
6.0,1684785150624,0.290085107088089
7.0,1684785151297,0.2758804261684418
8.0,1684785151452,0.03810123726725578
9.0,1684785151588,0.040258411318063736
10.0,1684785152236,0.7708749771118164
11.0,1684785152367,0.07195014506578445
12.0,1684785152499,0.30431824922561646
13.0,1684785152633,0.20805826783180237
14.0,1684785153928,0.020445972681045532
15.0,1684785154804,0.1575317680835724
16.0,1684785154942,0.06914148479700089
17.0,1684785155075,0.2394264042377472
18.0,1684785155917,0.075566865503788
19.0,1684785156583,0.06337238848209381
20.0,1684785156732,0.10538928955793381
21.0,1684785156861,0.07205428183078766
22.0,1684785156997,0.06837023049592972
23.0,1684785157136,0.26252859830856323
24.0,1684785157268,0.04549634829163551
25.0,1684785158021,0.2264089286327362
26.0,1684785158150,0.1184423491358757
27.0,1684785159418,0.09690424054861069
28.0,1684785159556,0.0725528746843338
29.0,1684785160131,0.12301844358444214
30.0,1684785160901,0.017551571130752563
31.0,1684785161044,0.03802111744880676
32.0,1684785161175,0.03302650898694992
33.0,1684785161306,0.019527824595570564
34.0,1684785161461,0.006876245606690645
35.0,1684785162674,0.0652332752943039
36.0,1684785162829,0.04786158725619316
37.0,1684785163490,0.007195317652076483
38.0,1684785164368,0.004927404690533876
39.0,1684785164536,0.056134652346372604
40.0,1684785164713,0.4849463105201721
41.0,1684785164880,0.18352508544921875
42.0,1684785165010,0.10476299375295639
43.0,1684785165667,0.11032715439796448
44.0,1684785165800,0.03410127013921738
45.0,1684785166398,0.048195526003837585
46.0,1684785167038,0.001872592605650425
47.0,1684785167179,0.04875386506319046
48.0,1684785167314,0.0936143547296524
49.0,1684785167446,0.0627359077334404
50.0,1684785167617,0.0322866328060627
51.0,1684785167751,0.00854932889342308
52.0,1684785167877,0.09723059087991714
53.0,1684785168003,0.004100088495761156
54.0,1684785168132,0.1440090388059616
55.0,1684785168803,0.10967785865068436
56.0,1684785169449,0.01497921533882618
57.0,1684785170080,0.03975866362452507
58.0,1684785170221,0.03591499850153923
59.0,1684785171728,0.007084225304424763
60.0,1684785171877,0.438150018453598
61.0,1684785172014,0.021803366020321846
62.0,1684785172148,0.011540663428604603
63.0,1684785172284,0.026895562186837196
