0.0,1684430910204,0.5625
1.0,1684430914565,0.59375
2.0,1684430919531,0.75
3.0,1684430925293,0.59375
4.0,1684430930649,0.96875
5.0,1684430934985,0.75
6.0,1684430940825,0.84375
7.0,1684430946345,0.875
8.0,1684430952136,0.75
9.0,1684430957686,0.78125
10.0,1684430962530,0.78125
11.0,1684430967237,0.8125
12.0,1684430973453,0.71875
13.0,1684430983895,0.84375
14.0,1684430989913,0.71875
15.0,1684430995374,0.90625
16.0,1684431000667,0.75
17.0,1684431005132,0.65625
18.0,1684431011157,0.6875
19.0,1684431015875,0.71875
20.0,1684431020930,0.84375
21.0,1684431026739,0.875
22.0,1684431032840,0.78125
23.0,1684431037477,0.84375
24.0,1684431042309,0.75
25.0,1684431046539,0.875
26.0,1684431051244,0.9375
27.0,1684431056620,0.90625
28.0,1684431061915,0.90625
29.0,1684431067493,0.90625
30.0,1684431072018,0.9375
31.0,1684431077207,0.9375
32.0,1684431081679,0.96875
33.0,1684431085515,0.8125
34.0,1684431090426,0.96875
35.0,1684431095829,0.875
36.0,1684431101094,0.90625
37.0,1684431107140,1.0
38.0,1684431112549,0.96875
39.0,1684431117536,0.9375
40.0,1684431122448,0.9375
41.0,1684431127675,0.96875
42.0,1684431133789,1.0
43.0,1684431138910,1.0
44.0,1684431143250,0.9375
45.0,1684431148462,0.84375
46.0,1684431153054,0.9375
47.0,1684431157981,0.96875
48.0,1684431163478,0.875
49.0,1684431168839,0.84375
50.0,1684431174930,0.9375
51.0,1684431179483,0.875
52.0,1684431184738,0.96875
53.0,1684431189250,0.90625
54.0,1684431194401,0.9375
55.0,1684431199633,0.96875
56.0,1684431204971,0.75
57.0,1684431210434,0.84375
58.0,1684431214867,0.78125
59.0,1684431219310,0.75
60.0,1684431223592,0.78125
61.0,1684431228826,0.78125
62.0,1684431233702,0.6875
63.0,1684431238502,0.84375
64.0,1684431242596,0.71875
65.0,1684431247182,0.875
66.0,1684431253126,0.875
67.0,1684431257898,0.71875
68.0,1684431263783,0.875
69.0,1684431268902,0.8125
70.0,1684431273422,0.6875
71.0,1684431279130,0.8125
72.0,1684431283726,0.78125
73.0,1684431289175,0.75
74.0,1684431294993,0.84375
75.0,1684431300525,0.84375
76.0,1684431304964,0.78125
77.0,1684431311127,0.9375
78.0,1684431315997,0.78125
79.0,1684431321254,0.8125
80.0,1684431327151,0.90625
81.0,1684431332011,0.71875
82.0,1684431337154,0.71875
83.0,1684431341150,0.84375
84.0,1684431346255,0.75
85.0,1684431350885,0.6875
86.0,1684431355938,0.8125
87.0,1684431362503,0.78125
88.0,1684431367045,0.84375
89.0,1684431370817,0.78125
90.0,1684431376257,0.96875
91.0,1684431382480,0.84375
92.0,1684431388358,0.875
93.0,1684431394435,0.875
94.0,1684431400748,0.78125
95.0,1684431407392,0.84375
96.0,1684431411531,0.78125
97.0,1684431416563,0.875
98.0,1684431421982,0.875
99.0,1684431425940,0.71875
100.0,1684431431510,0.90625
101.0,1684431436757,0.84375
102.0,1684431441771,0.875
103.0,1684431446751,0.8125
104.0,1684431452372,0.8125
105.0,1684431456866,0.8125
106.0,1684431461904,0.78125
107.0,1684431467196,0.8125
108.0,1684431473099,0.90625
109.0,1684431477927,0.84375
110.0,1684431483190,0.78125
111.0,1684431487621,0.78125
112.0,1684431492772,0.6875
113.0,1684431498185,0.90625
114.0,1684431504357,0.9375
115.0,1684431509846,0.8125
116.0,1684431514831,0.71875
117.0,1684431519815,0.90625
118.0,1684431524679,0.875
119.0,1684431529787,0.78125
120.0,1684431535382,0.84375
121.0,1684431540002,0.84375
122.0,1684431546005,0.8125
123.0,1684431551721,0.90625
124.0,1684431558123,0.78125
125.0,1684431562443,0.9375
126.0,1684431567252,0.8125
127.0,1684431572944,0.8125
128.0,1684431579144,0.78125
129.0,1684431585068,0.84375
130.0,1684431589943,0.71875
131.0,1684431595342,0.78125
132.0,1684431599239,0.84375
133.0,1684431604952,0.875
134.0,1684431610428,0.8125
135.0,1684431616311,0.78125
136.0,1684431622339,0.84375
137.0,1684431626815,0.78125
138.0,1684431632358,0.84375
139.0,1684431637237,0.875
140.0,1684431643141,0.875
141.0,1684431647708,0.8125
142.0,1684431652408,0.8125
143.0,1684431657424,0.71875
144.0,1684431661557,0.6875
145.0,1684431667252,0.84375
146.0,1684431672802,0.8125
147.0,1684431677648,0.90625
148.0,1684431682132,0.8125
149.0,1684431686655,0.71875
150.0,1684431690936,0.71875
151.0,1684431695587,0.78125
152.0,1684431700291,0.78125
153.0,1684431705250,0.84375
154.0,1684431710335,0.71875
155.0,1684431715727,0.71875
156.0,1684431720638,0.78125
157.0,1684431725980,0.71875
158.0,1684431731442,0.84375
159.0,1684431736051,0.84375
160.0,1684431736371,0.6666666666666666
161.0,1684431736940,0.71875
162.0,1684431737072,0.8125
163.0,1684431737207,0.75
164.0,1684431737347,0.90625
165.0,1684431737485,0.8125
166.0,1684431737620,0.8125
167.0,1684431737754,0.75
168.0,1684431737908,0.6875
169.0,1684431738054,0.75
170.0,1684431738202,0.84375
171.0,1684431738350,0.875
172.0,1684431738492,0.78125
173.0,1684431738624,0.84375
174.0,1684431738764,0.8125
175.0,1684431738910,0.78125
176.0,1684431739047,0.75
177.0,1684431739184,0.59375
178.0,1684431739336,0.875
179.0,1684431739478,0.71875
180.0,1684431739611,0.75
181.0,1684431739778,0.71875
182.0,1684431739920,0.8125
183.0,1684431740069,0.78125
184.0,1684431740207,0.875
185.0,1684431740354,0.875
186.0,1684431740490,0.84375
187.0,1684431740622,0.84375
188.0,1684431740754,0.71875
189.0,1684431740890,0.8125
190.0,1684431741038,0.8125
191.0,1684431741168,0.8125
192.0,1684431741304,0.84375
193.0,1684431741433,0.84375
194.0,1684431741578,0.6875
195.0,1684431741711,0.8125
196.0,1684431741842,0.8125
197.0,1684431741979,0.71875
198.0,1684431742119,0.65625
199.0,1684431742261,0.84375
200.0,1684431742413,0.78125
201.0,1684431742572,0.90625
202.0,1684431742721,0.78125
203.0,1684431742864,0.9375
204.0,1684431743004,0.78125
205.0,1684431743146,0.84375
206.0,1684431743288,0.8125
207.0,1684431743422,0.90625
208.0,1684431743563,0.59375
209.0,1684431743697,0.875
210.0,1684431743862,0.75
211.0,1684431744043,0.875
212.0,1684431744218,0.75
213.0,1684431744396,0.78125
214.0,1684431744573,0.78125
215.0,1684431744744,0.78125
216.0,1684431744907,0.8125
217.0,1684431745082,0.65625
218.0,1684431745246,0.84375
219.0,1684431745406,0.90625
220.0,1684431745580,0.8125
221.0,1684431745745,0.875
222.0,1684431745930,0.625
223.0,1684431746106,0.84375
224.0,1684431746276,0.75
225.0,1684431746442,0.6875
226.0,1684431746613,0.875
227.0,1684431746791,0.78125
228.0,1684431746958,0.71875
229.0,1684431747130,0.875
230.0,1684431747295,0.84375
231.0,1684431747458,0.84375
232.0,1684431747624,0.84375
233.0,1684431747809,0.8125
234.0,1684431747983,0.78125
235.0,1684431748151,0.875
236.0,1684431748327,0.71875
237.0,1684431748466,0.8125
238.0,1684431748600,0.8125
239.0,1684431748733,0.71875
240.0,1684431748870,0.875
241.0,1684431749015,0.6875
242.0,1684431749159,0.78125
243.0,1684431749297,0.78125
244.0,1684431749436,0.78125
245.0,1684431749568,0.875
246.0,1684431749701,0.78125
247.0,1684431749840,0.875
